Runs	oilvis	dtmax	kvkh	mflt1	mflt2	mflt3	mflt4	oilexp	owc	sorw	swc	watexp	scen	prop	size	perm	poro
run796	8.2693700000	182.5000000000	0.1000000000	0.6081010000	0.7860930000	0.2112860000	0.2819040000	2.7843600000	-1073.8000000000	0.1651400000	0.2104180000	1.9432700000	1.0000000000	31.8519000000	247.8680000000	818	278
run797	12.3690000000	182.5000000000	0.0010000000	0.7833910000	0.7488540000	0.5577590000	0.2119320000	3.1160200000	-1072.2600000000	0.1999380000	0.1658240000	1.9596900000	3.0000000000	49.3786000000	205.3680000000	191	646
run798	7.5702700000	91.2500000000	0.0100000000	0.0879879000	0.7833670000	0.4105170000	0.7376830000	3.1767000000	-1070.8200000000	0.2041710000	0.2536520000	1.8416400000	1.0000000000	34.7566000000	219.2540000000	705	378
run799	10.7898000000	91.2500000000	0.1000000000	0.3546900000	0.4283460000	0.8120690000	0.3751580000	3.0086500000	-1067.3300000000	0.2169110000	0.2213740000	2.0975700000	2.0000000000	35.3792000000	289.7460000000	658	433
run800	10.4660000000	182.5000000000	0.0010000000	0.5752240000	0.3825470000	0.3001900000	0.9615430000	3.1630400000	-1066.5300000000	0.2812460000	0.2508530000	1.9168900000	3.0000000000	34.7884000000	139.1060000000	658	431
run801	8.2651700000	182.5000000000	0.0100000000	0.6410770000	0.7389190000	0.9158610000	0.9142350000	3.3454100000	-1073.8200000000	0.1443350000	0.2215850000	1.9598800000	3.0000000000	41.1307000000	295.2880000000	420	496
run802	9.9454400000	365.0000000000	0.0010000000	0.5514660000	0.2476530000	0.7849760000	0.7886540000	2.9217400000	-1073.5900000000	0.2445150000	0.2853560000	2.0258000000	1.0000000000	38.0905000000	299.6400000000	654	413
run803	7.5795600000	365.0000000000	0.0010000000	0.7350230000	0.6161260000	0.1678300000	0.1560870000	2.4096200000	-1068.5400000000	0.1937200000	0.1538830000	2.0324400000	3.0000000000	46.8432000000	101.3490000000	308	646
run804	11.8921000000	182.5000000000	0.0100000000	0.4565020000	0.0900482000	0.8749540000	0.5429510000	2.9134800000	-1074.3200000000	0.1914170000	0.1358400000	2.1024900000	1.0000000000	31.3770000000	243.1560000000	834	205
run805	11.7079000000	365.0000000000	0.1000000000	0.4782730000	0.1530690000	0.7428770000	0.6597990000	2.9487900000	-1061.0700000000	0.1671860000	0.2437270000	2.0576600000	3.0000000000	48.7530000000	203.6220000000	190	646
run806	8.1872100000	91.2500000000	0.0010000000	0.9796840000	0.7321580000	0.9734780000	0.7578070000	2.8963300000	-1061.3400000000	0.1842650000	0.2221440000	2.1818700000	1.0000000000	38.8479000000	242.2650000000	427	496
run807	11.4188000000	182.5000000000	0.0010000000	0.8205890000	0.6583450000	0.0601077000	0.8829340000	3.4422200000	-1066.0800000000	0.2935840000	0.1458810000	2.1566400000	2.0000000000	44.3828000000	240.0370000000	421	588
run808	11.7508000000	182.5000000000	0.0010000000	0.4790620000	0.4528480000	0.4519760000	0.9370960000	3.4153800000	-1064.5200000000	0.1299840000	0.1125910000	2.0142400000	1.0000000000	48.0743000000	156.9540000000	183	684
run809	13.6006000000	91.2500000000	0.0100000000	0.1525780000	0.8650790000	0.7981400000	0.4138030000	3.2206100000	-1065.0200000000	0.1571680000	0.2540840000	2.1209000000	1.0000000000	40.2915000000	167.5740000000	510	496
run810	13.5624000000	182.5000000000	0.0100000000	0.1019790000	0.8276620000	0.7118710000	0.5878460000	2.6133700000	-1070.9600000000	0.1957730000	0.1113580000	1.9583900000	1.0000000000	43.5990000000	119.6480000000	303	641
run811	8.8612300000	91.2500000000	0.0100000000	0.3309600000	0.5073480000	0.2026180000	0.6460820000	2.8939200000	-1061.1500000000	0.2443210000	0.2040340000	2.0191200000	1.0000000000	39.0329000000	282.8000000000	566	442
run812	13.2973000000	91.2500000000	0.0010000000	0.9446240000	0.2855480000	0.5032430000	0.1393900000	3.2191100000	-1070.7400000000	0.1565900000	0.2204860000	1.9052300000	2.0000000000	30.9137000000	281.6830000000	708	370
run813	11.8277000000	365.0000000000	0.1000000000	0.8600700000	0.8632210000	0.8445660000	0.3710010000	3.1597000000	-1075.2400000000	0.2584810000	0.1569440000	2.0039400000	1.0000000000	41.3193000000	138.0750000000	421	496
run814	13.8285000000	91.2500000000	0.0010000000	0.9325670000	0.5139740000	0.8220730000	0.8384980000	2.4477500000	-1070.4800000000	0.2431140000	0.2519750000	1.9854400000	3.0000000000	44.2387000000	273.9560000000	416	569
run815	14.4066000000	182.5000000000	0.0010000000	0.8278070000	0.9119220000	0.5336030000	0.9483540000	2.6498500000	-1061.7700000000	0.1692060000	0.1886080000	1.9572500000	1.0000000000	39.5657000000	175.2650000000	707	434
run816	9.0440400000	182.5000000000	0.1000000000	0.7115130000	0.4190170000	0.2593100000	0.9759790000	2.8915900000	-1065.2600000000	0.1703890000	0.1837980000	1.8278800000	1.0000000000	42.6127000000	174.8070000000	420	496
run817	9.5382500000	91.2500000000	0.0010000000	0.1782260000	0.2166080000	0.7942150000	0.7165990000	3.1776300000	-1063.8800000000	0.2551320000	0.1714400000	1.8957400000	1.0000000000	48.4826000000	299.5910000000	322	645
run818	9.6347000000	365.0000000000	0.0010000000	0.2371620000	0.7175210000	0.3046950000	0.7057810000	3.0239200000	-1075.8000000000	0.2177230000	0.2664600000	1.9898000000	1.0000000000	32.6197000000	102.8750000000	708	370
run819	8.0959400000	182.5000000000	0.0010000000	0.6380490000	0.5101260000	0.8292910000	0.5456640000	3.0916200000	-1065.6300000000	0.1594660000	0.1734220000	2.0817900000	1.0000000000	40.8194000000	177.3830000000	523	496
run820	10.8909000000	91.2500000000	0.1000000000	0.5235720000	0.3792110000	0.0414826000	0.8969400000	2.6819900000	-1074.3500000000	0.1365140000	0.1972870000	2.1230700000	1.0000000000	35.8272000000	214.4990000000	587	434
run821	11.1559000000	91.2500000000	0.0100000000	0.2479830000	0.2172210000	0.1368860000	0.7745430000	2.8830700000	-1064.2600000000	0.2577650000	0.1685410000	1.8259700000	1.0000000000	30.7453000000	256.8470000000	820	287
run822	9.3542100000	365.0000000000	0.0010000000	0.3747740000	0.4320520000	0.0330168000	0.5491200000	3.1135900000	-1072.7600000000	0.2057860000	0.1904860000	2.1267900000	2.0000000000	43.7553000000	116.5840000000	308	640
run823	9.8671200000	365.0000000000	0.0100000000	0.1338780000	0.6215600000	0.7621560000	0.1861380000	3.4702200000	-1066.1800000000	0.1790630000	0.2689930000	1.8538700000	1.0000000000	39.5193000000	121.8090000000	523	496
run824	10.6309000000	91.2500000000	0.0100000000	0.1746420000	0.3023500000	0.3564670000	0.2487690000	2.4314700000	-1067.9700000000	0.1619180000	0.2731490000	2.1244100000	1.0000000000	38.5745000000	267.9680000000	444	465
run825	7.2036700000	182.5000000000	0.1000000000	0.8617020000	0.3928510000	0.0534554000	0.3626580000	3.1691800000	-1065.3600000000	0.2499450000	0.1857580000	2.0273400000	1.0000000000	33.1312000000	149.5620000000	679	431
run826	6.8275000000	182.5000000000	0.1000000000	0.7443020000	0.7017390000	0.9002770000	0.2236770000	2.7394700000	-1074.6500000000	0.1713330000	0.1380960000	2.0042100000	1.0000000000	31.3477000000	199.5570000000	750	370
run827	10.7091000000	91.2500000000	0.1000000000	0.8285290000	0.4202850000	0.0545808000	0.8855390000	3.5530100000	-1064.7600000000	0.1528840000	0.2947060000	2.0366700000	1.0000000000	41.4628000000	165.7730000000	523	500
run828	10.0499000000	365.0000000000	0.1000000000	0.6184340000	0.4518360000	0.0814264000	0.2212670000	3.0411500000	-1069.4000000000	0.1507890000	0.2001580000	1.7587200000	2.0000000000	30.4926000000	213.1020000000	809	301
run829	9.7926800000	182.5000000000	0.0010000000	0.9533710000	0.0965493000	0.9388020000	0.4417090000	3.1245400000	-1075.8200000000	0.2681800000	0.2448370000	1.9259600000	1.0000000000	48.4661000000	240.3550000000	45	705
run830	15.0339000000	91.2500000000	0.0100000000	0.5368650000	0.9980500000	0.5320810000	0.0111558000	3.1544400000	-1065.7500000000	0.2586710000	0.1112160000	2.0174800000	2.0000000000	45.5736000000	146.3390000000	307	646
run831	9.8757500000	182.5000000000	0.0010000000	0.9945880000	0.5343440000	0.7619590000	0.6758040000	2.8477800000	-1065.7200000000	0.2089080000	0.1679980000	2.1305700000	3.0000000000	37.1603000000	189.2970000000	708	431
run832	11.1203000000	365.0000000000	0.1000000000	0.4154240000	0.7968580000	0.1656910000	0.3123050000	2.9094800000	-1073.6400000000	0.2855680000	0.2561310000	2.0962200000	1.0000000000	44.4908000000	147.3160000000	336	598
run833	7.6667300000	91.2500000000	0.1000000000	0.0299101000	0.0794308000	0.9661530000	0.7750420000	3.0171200000	-1075.5300000000	0.2914420000	0.2130610000	2.0428700000	3.0000000000	45.3594000000	266.1980000000	307	641
run834	10.2005000000	182.5000000000	0.0010000000	0.9333510000	0.3760550000	0.8577730000	0.7464370000	3.3966800000	-1074.4100000000	0.1670490000	0.1512640000	1.9665600000	1.0000000000	44.8650000000	266.2160000000	328	554
run835	7.9619600000	182.5000000000	0.0010000000	0.1759790000	0.3118570000	0.0220955000	0.3799090000	3.2464600000	-1063.7400000000	0.1783530000	0.1294030000	1.9548900000	3.0000000000	39.5956000000	127.7720000000	523	433
run836	15.2079000000	91.2500000000	0.0100000000	0.0868756000	0.2928230000	0.7763180000	0.7209730000	3.1212500000	-1074.9300000000	0.1905330000	0.2071850000	1.9680000000	1.0000000000	31.6382000000	170.6870000000	808	290
run837	10.7354000000	365.0000000000	0.0100000000	0.4988320000	0.0458367000	0.3625960000	0.8949250000	2.4964300000	-1063.8000000000	0.2186330000	0.1597410000	1.8931300000	1.0000000000	47.8649000000	169.5270000000	229	684
run838	10.0380000000	365.0000000000	0.1000000000	0.5673330000	0.0082402400	0.9577670000	0.4756230000	3.4067700000	-1063.0800000000	0.2112300000	0.1922150000	2.1737600000	1.0000000000	38.9102000000	197.6100000000	551	439
run839	9.3145000000	182.5000000000	0.0010000000	0.9744990000	0.4771820000	0.6880210000	0.2740800000	2.8631400000	-1064.1300000000	0.2384940000	0.2377190000	1.9205100000	1.0000000000	49.5148000000	101.9100000000	190	684
run840	7.9754900000	182.5000000000	0.0010000000	0.1541990000	0.7186570000	0.5433490000	0.6173040000	3.1291600000	-1063.6400000000	0.2337080000	0.2592470000	1.9501900000	1.0000000000	31.7444000000	200.8520000000	808	302
run841	10.5127000000	91.2500000000	0.1000000000	0.1488460000	0.9329240000	0.7373260000	0.2190910000	2.7491900000	-1070.6700000000	0.2073740000	0.2281700000	1.9377500000	3.0000000000	30.6403000000	154.7440000000	809	372
run842	10.3193000000	91.2500000000	0.0010000000	0.7942900000	0.4844580000	0.6701580000	0.3014540000	3.1050000000	-1070.0800000000	0.1886320000	0.2150270000	2.0258800000	2.0000000000	35.9609000000	115.3570000000	658	433
run843	8.0409100000	182.5000000000	0.0100000000	0.1129070000	0.5405460000	0.7999610000	0.5545630000	3.2143200000	-1067.3700000000	0.1862390000	0.2203100000	1.9489500000	1.0000000000	31.0852000000	280.7550000000	737	293
run844	11.1652000000	91.2500000000	0.1000000000	0.2396630000	0.1995080000	0.6678530000	0.2161060000	3.0484900000	-1068.0700000000	0.2288100000	0.1633570000	2.1556100000	2.0000000000	44.7826000000	111.0420000000	308	646
run845	5.2191300000	365.0000000000	0.0100000000	0.1592000000	0.3627330000	0.7249080000	0.3002870000	2.8431200000	-1075.8200000000	0.2258530000	0.2615550000	2.0745500000	2.0000000000	37.5088000000	185.1530000000	658	433
run846	10.4394000000	182.5000000000	0.1000000000	0.8071130000	0.8794100000	0.7534250000	0.1196190000	2.6647800000	-1062.6100000000	0.2097470000	0.2474750000	2.0389900000	2.0000000000	38.8791000000	132.8870000000	523	435
run847	7.4334800000	182.5000000000	0.0010000000	0.6761500000	0.4217980000	0.0562722000	0.1767980000	3.2882000000	-1061.4700000000	0.2589330000	0.2363240000	2.2209300000	2.0000000000	40.6619000000	175.6550000000	421	496
run848	10.8987000000	365.0000000000	0.1000000000	0.4818720000	0.9026070000	0.0968134000	0.8454380000	3.0393200000	-1075.9300000000	0.2381610000	0.2091890000	2.1332400000	1.0000000000	40.5930000000	230.3020000000	515	496
run849	13.1712000000	182.5000000000	0.0010000000	0.6547120000	0.3876550000	0.4654890000	0.7197900000	2.7544600000	-1069.8900000000	0.2770070000	0.2073300000	2.0521800000	1.0000000000	34.9825000000	136.7200000000	658	399
run850	10.4445000000	91.2500000000	0.1000000000	0.4999560000	0.3099100000	0.0076623600	0.7231600000	2.8676900000	-1064.9400000000	0.2346680000	0.1764900000	2.0423200000	1.0000000000	42.0890000000	204.8980000000	450	530
run851	11.5712000000	182.5000000000	0.0010000000	0.3422470000	0.8757090000	0.2275960000	0.5528390000	3.3092700000	-1071.6300000000	0.2957640000	0.1976290000	1.9319400000	2.0000000000	43.4312000000	247.5630000000	308	646
run852	11.4835000000	365.0000000000	0.1000000000	0.9205580000	0.4938620000	0.9164880000	0.2868950000	3.0204400000	-1072.0500000000	0.2245070000	0.1570710000	1.8462600000	1.0000000000	41.2192000000	143.1900000000	421	501
run853	12.3261000000	182.5000000000	0.0010000000	0.3334370000	0.9640220000	0.6403930000	0.8989950000	3.0964500000	-1063.7600000000	0.2322990000	0.1996850000	2.0234600000	2.0000000000	41.1734000000	215.4820000000	420	641
run854	11.1959000000	365.0000000000	0.0100000000	0.1118240000	0.2592500000	0.1535920000	0.6020410000	2.7592700000	-1063.1300000000	0.1870800000	0.1303420000	1.9506900000	2.0000000000	47.5506000000	270.3540000000	308	646
run855	7.4500100000	91.2500000000	0.1000000000	0.7517130000	0.5823050000	0.2923620000	0.7303240000	3.1514300000	-1069.4500000000	0.1743790000	0.2236980000	1.8593300000	2.0000000000	40.8896000000	106.0240000000	421	496
run856	11.9390000000	365.0000000000	0.1000000000	0.6689350000	0.2392510000	0.8801230000	0.7862180000	3.2603000000	-1071.6500000000	0.1953930000	0.2498440000	2.0250200000	2.0000000000	48.1286000000	177.7610000000	308	646
run857	9.4140600000	182.5000000000	0.0010000000	0.5969020000	0.0912053000	0.9520140000	0.9961380000	2.5029400000	-1069.3600000000	0.2624160000	0.2274630000	1.9059400000	2.0000000000	30.9980000000	288.1770000000	769	275
run858	12.8240000000	365.0000000000	0.0100000000	0.4697220000	0.1311600000	0.0015225500	0.0229717000	2.9705300000	-1075.4200000000	0.1696030000	0.1965130000	2.0645200000	2.0000000000	46.0332000000	293.4390000000	308	646
run859	10.2124000000	182.5000000000	0.0010000000	0.6801990000	0.8522770000	0.2120390000	0.0880940000	2.8278700000	-1069.6500000000	0.1424330000	0.1493050000	2.0811800000	1.0000000000	43.6784000000	174.5630000000	421	641
run860	15.6914000000	182.5000000000	0.0100000000	0.2653070000	0.3072600000	0.9628030000	0.0386683000	3.1209200000	-1064.3800000000	0.1748730000	0.2728320000	1.9927900000	1.0000000000	32.0618000000	285.3150000000	708	385
run861	7.7355400000	91.2500000000	0.0100000000	0.8806640000	0.0462447000	0.7472400000	0.5331770000	3.1479100000	-1071.5300000000	0.2130000000	0.1585250000	1.8633100000	2.0000000000	31.9056000000	240.0740000000	708	302
run862	6.9267800000	91.2500000000	0.1000000000	0.0497965000	0.9152510000	0.8265750000	0.3047240000	3.5364600000	-1066.8000000000	0.2292560000	0.2166270000	1.8391900000	2.0000000000	35.1833000000	218.3080000000	652	397
run863	13.0693000000	365.0000000000	0.0100000000	0.3651760000	0.2354050000	0.1601890000	0.0948195000	3.1709800000	-1067.4500000000	0.2949560000	0.2031130000	2.0354900000	2.0000000000	48.2635000000	186.9960000000	191	684
run864	11.7347000000	182.5000000000	0.0010000000	0.2116580000	0.3253950000	0.7237860000	0.4772550000	2.9604000000	-1068.8700000000	0.1951920000	0.1662390000	1.9002700000	1.0000000000	48.1396000000	140.5960000000	191	684
run865	7.0396100000	182.5000000000	0.0100000000	0.8727010000	0.0675077000	0.3819210000	0.0046155200	2.9138900000	-1065.8400000000	0.2358950000	0.2522230000	1.9645300000	2.0000000000	46.3341000000	228.5740000000	308	646
run866	10.7002000000	182.5000000000	0.1000000000	0.8196790000	0.8102880000	0.9437080000	0.3105190000	2.9314400000	-1071.3700000000	0.2522450000	0.1879120000	1.9782300000	3.0000000000	49.2712000000	135.1760000000	31	684
run867	8.9685800000	182.5000000000	0.0010000000	0.1380790000	0.0633062000	0.1985080000	0.9976440000	3.2957700000	-1069.9500000000	0.1945910000	0.2937310000	1.8851400000	3.0000000000	31.9465000000	232.4440000000	708	371
run868	6.4889000000	365.0000000000	0.0100000000	0.4876700000	0.1582750000	0.9558790000	0.4951700000	3.3573900000	-1073.2600000000	0.1890920000	0.2305900000	2.1764600000	1.0000000000	39.5364000000	252.1590000000	338	524
run869	8.4682400000	365.0000000000	0.0100000000	0.4438220000	0.8562960000	0.0460291000	0.3598420000	2.9719400000	-1067.9400000000	0.1631850000	0.1198470000	2.1864000000	2.0000000000	43.4007000000	180.7520000000	421	641
run870	11.3785000000	182.5000000000	0.0010000000	0.7741330000	0.8323720000	0.7875400000	0.9945460000	2.9686400000	-1061.0000000000	0.2574050000	0.2074380000	2.0014200000	1.0000000000	39.8019000000	143.8000000000	538	547
run871	9.2963500000	365.0000000000	0.1000000000	0.6193410000	0.7605140000	0.5684670000	0.4538870000	2.9575200000	-1064.6700000000	0.1326220000	0.2869390000	1.8673900000	2.0000000000	41.4243000000	297.1980000000	420	641
run872	10.4342000000	182.5000000000	0.1000000000	0.4080080000	0.2419290000	0.3202870000	0.8697340000	2.7944700000	-1068.3500000000	0.1752420000	0.1531390000	1.7770300000	2.0000000000	40.7120000000	118.3780000000	522	496
run873	12.4862000000	365.0000000000	0.0010000000	0.4238360000	0.3006440000	0.7022450000	0.0201200000	2.6100600000	-1067.7100000000	0.1861230000	0.2450860000	1.8183400000	2.0000000000	42.7299000000	160.2800000000	300	641
run874	7.0502700000	91.2500000000	0.0010000000	0.6502100000	0.3578780000	0.3695050000	0.4013000000	2.7826200000	-1069.3400000000	0.2329580000	0.2261460000	2.0295300000	2.0000000000	41.1350000000	254.4240000000	522	496
run875	7.6408300000	365.0000000000	0.0010000000	0.7300980000	0.4830720000	0.9641170000	0.2393220000	3.3680500000	-1062.2900000000	0.1926160000	0.1404320000	1.8219000000	2.0000000000	48.2806000000	290.1420000000	189	684
run876	9.0016700000	91.2500000000	0.1000000000	0.0316979000	0.3887130000	0.4888960000	0.0707170000	2.9305100000	-1067.7000000000	0.1280820000	0.1873680000	1.9750600000	1.0000000000	44.3406000000	156.0500000000	250	645
run877	12.1492000000	91.2500000000	0.0100000000	0.7066940000	0.6817580000	0.7416790000	0.5669570000	3.0858800000	-1064.8700000000	0.1372340000	0.2632370000	2.1219900000	2.0000000000	37.9977000000	233.3600000000	658	433
run878	11.4857000000	182.5000000000	0.0010000000	0.6533320000	0.8140100000	0.3186300000	0.1072360000	3.3474600000	-1070.0200000000	0.1559100000	0.2047810000	1.8660100000	2.0000000000	40.4477000000	189.9930000000	523	496
run879	6.9138800000	365.0000000000	0.0100000000	0.6661910000	0.9353690000	0.3308840000	0.4564060000	2.8232500000	-1075.0000000000	0.2466870000	0.2319390000	1.7849500000	1.0000000000	44.0373000000	187.6130000000	421	641
run880	11.9946000000	182.5000000000	0.1000000000	0.9571540000	0.0226826000	0.0881358000	0.3921890000	3.2670500000	-1061.3600000000	0.2378830000	0.2033020000	1.8422500000	1.0000000000	41.1985000000	195.3030000000	461	493
run881	11.5199000000	365.0000000000	0.0010000000	0.4142180000	0.9497010000	0.1223030000	0.4449870000	2.5212700000	-1067.3500000000	0.1722790000	0.1183670000	1.9481500000	2.0000000000	48.4643000000	298.3460000000	140	663
run882	10.1616000000	365.0000000000	0.1000000000	0.0581066000	0.7109710000	0.6981110000	0.8121640000	2.6471800000	-1073.3700000000	0.0841715000	0.2361710000	2.0597300000	1.0000000000	40.7028000000	137.2450000000	518	496
run883	8.5103500000	91.2500000000	0.0100000000	0.7972700000	0.5518870000	0.9199190000	0.0400980000	3.1661500000	-1072.9300000000	0.1822300000	0.1242920000	2.0670700000	1.0000000000	32.3048000000	210.3060000000	700	370
run884	11.7329000000	91.2500000000	0.0010000000	0.5277240000	0.2973370000	0.4014040000	0.9689140000	2.9100700000	-1072.4800000000	0.1128820000	0.1894770000	1.9658400000	1.0000000000	33.3473000000	134.1750000000	708	369
run885	9.3350200000	91.2500000000	0.0100000000	0.1672780000	0.5699350000	0.4974610000	0.9788710000	2.9365800000	-1066.0100000000	0.2553690000	0.1752520000	1.8792400000	1.0000000000	42.5785000000	204.2450000000	397	641
run886	12.5573000000	91.2500000000	0.0100000000	0.3322430000	0.7950220000	0.2318850000	0.6239390000	3.3950200000	-1063.7000000000	0.1550200000	0.2339130000	2.0911400000	2.0000000000	35.6398000000	102.6980000000	658	433
run887	8.7999600000	365.0000000000	0.0010000000	0.9984310000	0.3689170000	0.0686466000	0.4576020000	2.9424600000	-1067.3300000000	0.1792810000	0.2567360000	1.9149500000	1.0000000000	31.4222000000	137.1410000000	809	302
run888	10.8494000000	182.5000000000	0.0010000000	0.5266180000	0.6384430000	0.8425390000	0.6318980000	2.7617900000	-1061.9000000000	0.1726730000	0.2630050000	1.9473100000	2.0000000000	38.0453000000	274.3340000000	505	435
run889	8.1933700000	365.0000000000	0.0010000000	0.2445110000	0.2653010000	0.0845185000	0.3029530000	2.9388800000	-1067.5500000000	0.2059460000	0.1741750000	1.9901600000	2.0000000000	47.7740000000	176.2110000000	191	684
run890	11.5045000000	91.2500000000	0.0010000000	0.7496110000	0.6611740000	0.5846340000	0.1032590000	2.8623500000	-1066.2600000000	0.2859800000	0.2674050000	2.0708000000	2.0000000000	32.1802000000	245.3900000000	708	370
run891	9.4583900000	365.0000000000	0.1000000000	0.7718450000	0.4850640000	0.2497180000	0.9714240000	2.9187200000	-1068.0900000000	0.2787140000	0.1978260000	2.0803800000	2.0000000000	47.5213000000	109.9250000000	308	646
run892	7.3618300000	91.2500000000	0.0010000000	0.7347660000	0.1799880000	0.7599770000	0.9468850000	2.4863100000	-1067.5700000000	0.1746790000	0.2350800000	2.1109500000	3.0000000000	46.1882000000	262.4440000000	420	931
run893	15.4565000000	365.0000000000	0.0100000000	0.8327550000	0.0298448000	0.5443240000	0.5755970000	2.9886100000	-1068.7800000000	0.1919830000	0.1839930000	2.0548600000	2.0000000000	45.0884000000	115.8760000000	308	582
run894	9.0608800000	182.5000000000	0.0100000000	0.1413660000	0.1168440000	0.0749743000	0.2307760000	2.9036900000	-1066.8600000000	0.1880880000	0.2621600000	2.1742800000	1.0000000000	46.9060000000	121.5520000000	308	646
run895	8.2763500000	182.5000000000	0.1000000000	0.8402420000	0.8015230000	0.7034660000	0.5566520000	3.0668300000	-1068.3100000000	0.1765850000	0.2277290000	1.8718600000	3.0000000000	39.0786000000	197.7200000000	527	435
run896	8.9274900000	365.0000000000	0.0010000000	0.4524160000	0.7034270000	0.4220320000	0.6394970000	3.1367000000	-1067.5400000000	0.1840760000	0.2170220000	2.0180000000	2.0000000000	43.5911000000	103.7660000000	307	641
run897	9.2256400000	182.5000000000	0.1000000000	0.9473690000	0.2336720000	0.2726220000	0.5821750000	2.9320800000	-1061.7500000000	0.1546570000	0.1640350000	1.9019000000	1.0000000000	45.9832000000	230.5220000000	256	520
run898	8.8406700000	365.0000000000	0.0010000000	0.7520490000	0.7575920000	0.5161290000	0.9623480000	2.9183500000	-1061.5200000000	0.2236140000	0.2052320000	2.2755400000	1.0000000000	31.4533000000	156.1110000000	809	302
run899	10.3642000000	182.5000000000	0.0100000000	0.0019682900	0.4107110000	0.8393060000	0.2092400000	2.9290800000	-1067.1600000000	0.2109550000	0.2278680000	1.9655800000	2.0000000000	33.9009000000	170.3940000000	708	431
run900	10.0308000000	365.0000000000	0.0010000000	0.0342999000	0.1300670000	0.9682170000	0.5712180000	3.0906500000	-1061.1000000000	0.2103040000	0.1683280000	1.9790000000	2.0000000000	34.9196000000	106.2380000000	658	431
run901	9.1431000000	182.5000000000	0.0100000000	0.1535390000	0.1766490000	0.8180200000	0.7626630000	2.9296800000	-1065.7300000000	0.1587430000	0.2619640000	1.9327600000	2.0000000000	34.7591000000	222.9350000000	658	433
run902	11.4000000000	91.2500000000	0.0100000000	0.1637760000	0.9679530000	0.5020230000	0.3159420000	3.1928000000	-1074.5500000000	0.1809250000	0.1589810000	2.0699600000	2.0000000000	35.6850000000	113.3730000000	658	433
run903	13.3583000000	182.5000000000	0.0100000000	0.6175670000	0.2948250000	0.3252820000	0.0473850000	2.8774900000	-1069.0700000000	0.1509230000	0.2241730000	1.8727500000	3.0000000000	46.4019000000	218.5890000000	273	611
run904	9.4320900000	365.0000000000	0.1000000000	0.0597688000	0.3958170000	0.0786419000	0.1186250000	2.9260000000	-1067.0000000000	0.1778960000	0.1267160000	1.9754000000	2.0000000000	49.4940000000	131.5930000000	94	676
run905	10.7256000000	182.5000000000	0.0010000000	0.0804749000	0.8053710000	0.3793790000	0.7936740000	2.7747300000	-1072.5400000000	0.2743040000	0.1687470000	1.8487100000	2.0000000000	30.8496000000	259.2400000000	808	295
run906	8.8784000000	182.5000000000	0.1000000000	0.5209190000	0.6684630000	0.9595890000	0.0176263000	2.7451400000	-1063.5300000000	0.2505600000	0.2421820000	2.0916000000	2.0000000000	38.8162000000	259.0080000000	522	441
run907	10.1202000000	182.5000000000	0.1000000000	0.0434713000	0.9582720000	0.3680620000	0.7598120000	3.1082900000	-1063.4500000000	0.1885050000	0.1487920000	2.0145400000	3.0000000000	32.3774000000	218.0880000000	708	302
run908	9.5671900000	91.2500000000	0.1000000000	0.5916160000	0.6555760000	0.2992900000	0.1650920000	3.1166000000	-1061.7800000000	0.1910380000	0.2068530000	2.0854200000	2.0000000000	31.7884000000	151.1000000000	808	302
run909	11.9585000000	91.2500000000	0.1000000000	0.5301340000	0.4242550000	0.8327640000	0.4315480000	3.0196700000	-1066.3800000000	0.2571130000	0.1523270000	1.9083100000	2.0000000000	30.2802000000	146.7850000000	808	302
run910	9.6153200000	365.0000000000	0.1000000000	0.9221820000	0.8742120000	0.8470410000	0.2241010000	3.1492700000	-1074.4800000000	0.1402280000	0.1356300000	1.9274900000	1.0000000000	35.4787000000	227.8850000000	708	383
run911	9.1522900000	91.2500000000	0.0010000000	0.7154610000	0.7307580000	0.2822840000	0.0338606000	2.8931100000	-1074.1700000000	0.1857970000	0.1707410000	1.9806200000	1.0000000000	47.3064000000	170.7790000000	133	684
run912	9.7107900000	182.5000000000	0.1000000000	0.4022140000	0.4151760000	0.6104280000	0.8427050000	2.8086800000	-1074.2800000000	0.1754350000	0.1318580000	2.0198300000	1.0000000000	42.7030000000	243.7540000000	421	496
run913	7.8506600000	365.0000000000	0.0100000000	0.3797270000	0.5760210000	0.0101832000	0.2278120000	3.3627000000	-1062.7000000000	0.2850990000	0.2082330000	1.9424500000	1.0000000000	37.2817000000	153.9630000000	527	470
run914	9.4792100000	365.0000000000	0.0100000000	0.9776150000	0.6096420000	0.2660100000	0.8224470000	2.4614700000	-1066.5400000000	0.2790710000	0.1388040000	2.0633100000	2.0000000000	48.7274000000	172.3590000000	190	695
run915	9.6685800000	365.0000000000	0.1000000000	0.4309860000	0.5119890000	0.2360850000	0.3308250000	2.9964500000	-1075.3200000000	0.2868760000	0.2860250000	2.0395000000	2.0000000000	41.2314000000	108.6180000000	421	496
run916	10.2806000000	91.2500000000	0.1000000000	0.8562050000	0.0301844000	0.3314830000	0.6002800000	3.4653200000	-1073.6600000000	0.2357760000	0.1601070000	1.9760200000	3.0000000000	49.2810000000	127.5760000000	83	684
run917	6.6933000000	91.2500000000	0.1000000000	0.3918090000	0.1370930000	0.0794165000	0.3099160000	2.9863800000	-1071.2100000000	0.2232000000	0.1352710000	1.9852900000	2.0000000000	30.3259000000	249.8400000000	484	504
